GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
9BAF7D64-2120-7258-0DE6-D7EB1E37E085;Как провести рыбную диету;kak-provesti-rybnuyu-dietu;;;;;;;;;;
76BED218-8626-62BE-65FD-9B2B0306C459;Что такое зональная диета;chto-takoe-zonalnaya-dieta;uB-Zk1cKw7s;;;;;;;;;
0D01EBB2-6A5C-4BC7-D30E-84CAE2CDF3B9;Что такое интуитивное питание;chto-takoe-intuitivnoe-pitanie;;;;;;;;;;
9CAE684B-0159-3B7F-E17B-1A386980DC28;Как сохранить вес после 30 лет;kak-sohranit-ves-posle-30-let;;;;;;;;;;
F537EC23-FA68-03E8-61E7-FCA0076F61E9;Что такое банановая диета;chto-takoe-bananovaya-dieta;QvuTGdPASXo;;;;;;;;;
78D730D4-B11E-A602-97D0-5F67627B2864;Диета по-мексикански;dieta-po-meksikanski;T90xv-k5JdE;;;;;;;;;
2E40463C-B719-E721-8D55-E37C159AC1C7;Меню для эффективного похудения за 5 месяцев: советы, отзывы;menyu-dlya-effektivnogo-pohudeniya-za-5-mesyacev-sovety-otzyvy;;;;;;;;;;
9BB9A98D-426A-9FCB-9EA0-307DB5F1FF6D;Как принимать кокосовое масло, чтобы похудеть: 5 способов;kak-prinimat-kokosovoe-maslo-chtoby-pohudet-5-sposobov;;;;;;;;;;
B39F612D-C24B-7E26-738A-0AF750394FB1;Как выбрать диету при заболеваниях почек;kak-vybrat-dietu-pri-zabolevaniyah-pochek;hnV-VpRgvaY;;;;;;;;;
9CF9037B-00B2-8789-A9AF-868893C96A56;Физалис: виды и полезные свойства;fizalis-vidy-i-poleznye-svoystva;9LAUmcZXQ78;;;;;;;;;
583389F5-5DFF-05F0-F15E-43ED663AD048;Как соблюдать творожный разгрузочный день;kak-soblyudat-tvorozhnyy-razgruzochnyy-den;;;;;;;;;;
9B761D2B-465E-3738-555B-4737DD0EF4BF;Картофельная диета;kartofelnaya-dieta;4Tikb7do4HQ;;;;;;;;;
6B1FB111-10FF-FC6B-5BE6-69F57D9CB605;Как войти в режим правильного питания;kak-voyti-v-rezhim-pravilnogo-pitaniya;;;;;;;;;;
905A4345-1F5D-50B1-8411-8F2568B90E2B;Белковая диета, этапы и рекомендации.;belkovaya-dieta-etapy-i-rekomendacii;6gyre8pOs-s;;;;;;;;;
655989ED-A140-34C8-AEC7-A41DE505E712;Голодание: плюсы и минусы. Как избежать вреда от однодневного голодания?;golodanie-plyusy-i-minusy-kak-izbezhat-vreda-ot-odnodnevnogo-golodaniya;;;;;;;;;;
6DD4FE94-76B9-26B7-B9B2-5789AD462002;Все о био-активных добавках;vse-o-bio-aktivnyh-dobavkah;oDD2BDWFJzY;;;;;;;;;
99BD8E3A-7532-5D54-1175-16A32E6E79F8;В чем польза кэроба и может ли он заменить шоколад;v-chem-polza-keroba-i-mozhet-li-on-zamenit-shokolad;;;;;;;;;;
17E09026-A01E-BB08-4266-88DEEE7949E5;Как привести себя в форму и сбросить вес до наступления весны;kak-privesti-sebya-v-formu-i-sbrosit-ves-do-nastupleniya-vesny;;;;;;;;;;
2331B8C6-7929-AA62-BFA8-2642AB00E14A;Апельсиновая диета. Худеем вкусно!;apelsinovaya-dieta-hudeem-vkusno;Xt81R1wNPmo;;;;;;;;;
3128471B-0D04-C77A-612E-8CFE1DDE8C1F;Как правильно употреблять углеводы для похудения;kak-pravilno-upotreblyat-uglevody-dlya-pohudeniya;;;;;;;;;;
37CFDE79-B83D-D534-8157-44FCB5063836;Система питания Елены Стояновой;sistema-pitaniya-eleny-stoyanovoy;;;;;;;;;;
EE726784-DA4D-5472-1335-AB331217C159;Шоколадная диета на 7 дней;shokoladnaya-dieta-na-7-dney;;;;;;;;;;
458CA806-2050-F414-AE3E-B570D9EFFD66;Как набрать вес эктоморфу;kak-nabrat-ves-ektomorfu;;;;;;;;;;
8AE35E47-1C3C-F77D-7676-C964089227A5;Меню овощной диеты;menyu-ovoschnoy-diety;CCPfBbG8jL8;;;;;;;;;
B5B105EF-739B-7C4A-8D5A-25E8C6685844;Срочное похудение на три килограмма за два дня;srochnoe-pohudenie-na-tri-kilogramma-za-dva-dnya;xvvNimHD2nM;;;;;;;;;
4B998101-84FD-54A3-325D-04C1F0B499D6;Как распознать скрытые калории;kak-raspoznat-skrytye-kalorii;;;;;;;;;;
66CE77BB-F928-E5F2-C7E8-6CEDE7610D49;Аромадиета Хирша;aromadieta-hirsha;;;;;;;;;;
C321E463-59D7-52A8-48D5-9EAC67047B12;Меню диеты раздельного питания 90 дней;menyu-diety-razdelnogo-pitaniya-90-dney;;;;;;;;;;
6F37B2B7-EA0F-F1B9-B6C1-49058260B5DC;Как составить правильный рацион;kak-sostavit-pravilnyy-racion;hPABSCmiSzw;;;;;;;;;
E0070DDA-8B61-405B-192E-78C016B17B9A;Дефицит полезных жирных кислот в организме;deficit-poleznyh-zhirnyh-kislot-v-organizme;Zci8rPG4T0g;;;;;;;;;
C848E5B0-82E5-35A2-1E4F-F64970888615;Лечебная сахарная диета;lechebnaya-saharnaya-dieta;9hIqktWi7Cw;;;;;;;;;
A05363D7-CE41-6DE2-99D2-B78761BEA404;Похудение за три дня на рисовой диете;pohudenie-za-tri-dnya-na-risovoy-diete;;;;;;;;;;
B189AD77-A891-9BD9-CC19-4A5FFBBDEF11;Чем опасно быстрое питание;chem-opasno-bystroe-pitanie;tOGIGvLpvzA;;;;;;;;;
3A83CAD4-8FE8-4EC2-9382-D4E7D14748A4;Как быть, если вам больше не помогает диета;kak-byt-esli-vam-bolshe-ne-pomogaet-dieta;;;;;;;;;;
22F5640A-B72E-EB9E-0AFB-2D28D9238B8B;Как не пополнеть во время праздников;kak-ne-popolnet-vo-vremya-prazdnikov;;;;;;;;;;
0C765018-564B-76C1-96F3-317F0E7CB463;Какие витамины и минералы нужны вегетарианцам;kakie-vitaminy-i-mineraly-nuzhny-vegetariancam-;;;;;;;;;;
A8B857B0-E3C9-D0CC-EB3F-76FA4B0BC4F4;Вред сыроедения;vred-syroedeniya-;;;;;;;;;;
0A4F45A7-6C1C-D590-6E12-380B6932891D;Как убрать бока после родов;kak-ubrat-boka-posle-rodov;;;;;;;;;;
9BCE334A-F38B-2031-E118-86D5E2DAA7F1;Как диеты для похудения могут нанести вред организму;kak-diety-dlya-pohudeniya-mogut-nanesti-vred-organizmu;;;;;;;;;;
9F5313EB-EC0C-21D8-BAF8-569717B4E32B;Диета доктора Дюкана;dieta-doktora-dyukana;;;;;;;;;;
302F5B4C-C3F3-EDBA-F945-1F1C9A1170B7;Как употреблять сушеный барбарис для похудения;kak-upotreblyat-sushenyy-barbaris-dlya-pohudeniya;;;;;;;;;;
C5CDC207-9A0F-769D-A991-D85CE18410B8;Чем опасна нехватка жиров в организме;chem-opasna-nehvatka-zhirov-v-organizme;;;;;;;;;;
8B2FB4EB-1C60-F567-135A-A59B29B488AB;Диета доктора Ковалькова: отзывы и мнения;dieta-doktora-kovalkova-otzyvy-i-mneniya;;;;;;;;;;
84D788F4-2D2E-7913-878D-D5CCCD11B517;Как правильно и эффективно худеть;kak-pravilno-i-effektivno-hudet;;;;;;;;;;
177BF875-66DE-568E-08C5-66BB66176D8E;Как похудеть на томатном супе;kak-pohudet-na-tomatnom-supe-;;;;;;;;;;
29318C19-5011-D228-4EFE-2D6FC9196DDC;Как похудеть с суши-диетой;kak-pohudet-s-sushi-dietoy;;;;;;;;;;
4716DA46-A693-ADF4-1C9E-D733DE523F27;Эффективная борьба с жиром: меню и рецепты блюд;effektivnaya-borba-s-zhirom-menyu-i-recepty-blyud;;;;;;;;;;
FCE6AFDB-F334-6750-A825-A700BEC65684;Диета и ресторан - вещи несовместимые?;dieta-i-restoran-veshchi-nesovmestimye;KaSOxDoHxF4;;;;;;;;;
16379F90-DDD2-D4F6-2FD3-F4F2208AE643;Как подготовиться к колоноскопии кишечника;kak-podgotovitsya-k-kolonoskopii-kishechnika-;;;;;;;;;;
321596A8-9D1D-31C3-37A8-AC1E13FDC187;Как похудеть, отдыхая на пляже;kak-pohudet-otdyhaya-na-plyazhe;;;;;;;;;;
4A1EE724-5A49-FAEF-02CA-8FDDD5A7F1CF;Как похудеть при помощи креветочной диеты;kak-pohudet-pri-pomoschi-krevetochnoy-diety;;;;;;;;;;
ADE96CB4-0D28-F661-584F-6245A55A23F9;Дынная диета;dynnaya-dieta;AQKBa5D1gQI;;;;;;;;;
DA74B0F0-AA64-E18D-081E-3FF6459621BA;Что такое 17-дневная диета;chto-takoe-17-dnevnaya-dieta;;;;;;;;;;
CCC97323-3992-E9DA-2BD6-C89FF0EB4EBD;Как не переедать и оставаться сытым;kak-ne-pereedat-i-ostavatsya-sytym;;;;;;;;;;
8F85BFA6-91FE-C035-5FE2-060D8D1A76C8;Худеем с помощью мате;hudeem-s-pomoschyu-mate;;;;;;;;;;
A336C45F-FE7E-846D-151B-799BE07FC1F7;Поможет вам монодиета;pomozhet-vam-monodieta;Wmr4p4z3B1Y;;;;;;;;;
FA5FE0E7-6928-253B-7580-858169F5E7A9;Правильная диета для беременных;pravilnaya-dieta-dlya-beremennyh;;;;;;;;;;
ECB05609-884A-0747-ACAF-BE642F8E9C4C;Максимально быстрое похудение: как сжечь жир к лету эффективно;maksimalno-bystroe-pohudenie-kak-szhech-zhir-k-letu-effektivno;gwErh-Zp58I;;;;;;;;;
D39C22F4-230A-B48E-6853-2A726D4E4232;Как провести кефирную диету;kak-provesti-kefirnuyu-dietu;;;;;;;;;;
413ECE9B-5990-0644-C6CD-F403E0E39AD1;Можно ли употреблять грейпфрут на ночь для похудения;mozhno-li-upotreblyat-greypfrut-na-noch-dlya-pohudeniya;;;;;;;;;;
0E1A98C4-2118-E44A-ADA7-B853EC07FEAF;Как похудеть с помощью перечной диеты;kak-pohudet-s-pomoschyu-perechnoy-diety;PUBGbDvFIik;;;;;;;;;
F81BBBA6-7477-9975-1B17-113141A1FCB0;Как избавиться от ненужных килограммов;kak-izbavitsya-ot-nenuzhnyh-kilogrammov;;;;;;;;;;
D4467F0F-1D1C-1AD0-1629-29C9943DBDAD;Как меньше есть с помощью таймера;kak-menshe-est-s-pomoschyu-taymera;;;;;;;;;;
866D5EE5-99CC-5FB5-99E9-5F5EC16A48F6;Как избавиться от целлюлита самостоятельно;kak-izbavitsya-ot-cellyulita-samostoyatelno;;;;;;;;;;
32DF286B-20BA-C3EC-0278-0E19253EDC1C;Банановая диета: меню на 3 дня и на 7 дней;bananovaya-dieta-menyu-na-3-dnya-i-na-7-dney;;;;;;;;;;
B813D608-B8E5-0B3E-9DB2-A730D642C48F;Польза диеты для работы печени;polza-diety-dlya-raboty-pecheni;;;;;;;;;;
636EB971-4DC6-A778-A898-44F2F5611FC1;Что нужно делать, чтобы стать стройной;chto-nuzhno-delat-chtoby-stat-stroynoy;;;;;;;;;;
8D2829D1-75A4-59ED-F962-6D8D24E10E53;Как похудеть на диете 1200 калорий: меню на неделю;kak-pohudet-na-diete-1200-kaloriy-menyu-na-nedelyu;;;;;;;;;;
659C3194-F651-A8DB-3F22-CD99191EBECB;Как худеть на диете Дюкана;kak-hudet-dieta-dyukana;;;;;;;;;;
20DEA825-9575-7B88-A47C-707B938B5817;Почему помогает похудеть пиколинат хрома;pochemu-pomogaet-pohudet-pikolinat-hroma;;;;;;;;;;
BE148B41-B57B-1A5C-526D-80A8589C786D;Как худеть при метеоризме: правила диеты;kak-hudet-pri-meteorizme-pravila-diety;;;;;;;;;;
F0F6F9EE-4996-C5B2-9C6C-928C9E3F42A5;Как быстро похудеть на сырной диете;kak-bystro-pohudet-na-syrnoy-diete;;;;;;;;;;
6F73E43F-92D8-7C9D-9C72-335EA38007FF;Диета Алисии Сильверстоун;dieta-alisii-silverstoun;CCLhb_NS84k;;;;;;;;;
2F08CB70-CA9C-6BA2-D561-0102ADD50F74;Как худеть с умом;kak-hudet-s-umom;;;;;;;;;;
D8A98D78-EC77-DD31-B106-3DDE00E57A77;Возможно ли похудеть медикаментозно;vozmozhno-li-pohudet-medikamentozno;;;;;;;;;;
34DF5569-BE08-AD95-C940-4953EA6978F1;Уникальная сахарная диета;unikalnaya-saharnaya-dieta-;;;;;;;;;;
F5B1D889-E6EE-2041-B5BA-F3808B9CFA8C;Как пить грейпфрутовый сок для похудения: рецепт на ночь;kak-pit-greypfrutovyy-sok-dlya-pohudeniya--recept-na-noch;;;;;;;;;;
88F1402E-0B07-2014-0FCE-33F22E0B7D58;Как похудеть с китайскими кофейными бобами;kak-pohudet-s-kitayskimi-kofeynymi-bobami;;;;;;;;;;
E4F954A3-D6A6-8FA0-7229-F006B83C4339;Как быстро похудеть на 10 кг;kak-bystro-pohudet-na-10-kg;;;;;;;;;;
561C85AE-0B75-6458-5B6A-87010D6F9EC1;Быстрое похудение: меню бананово-молочной диеты;bystroe-pohudenie-menyu-bananovo-molochnoy-diety;;;;;;;;;;
7C5EA09A-DF83-DEEA-8144-0D617B37F0EB;Как худеет Мадонна: диета, меню;kak-hudeet-madonna-dieta-menyu;;;;;;;;;;
4BA35051-9E08-D555-991D-C3E607D8D450;Как быстро перейти на сыроедение;kak-bystro-pereyti-na-syroedenie;;;;;;;;;;
565C2593-F04F-DEB7-2B73-7D7B9407A56B;Как похудеть с помощью папайи;kak-pohudet-s-pomoschyu-papayi;;;;;;;;;;
3F7C21B0-4F2A-0F47-29B3-1BEFF431D20D;Какие продукты способствуют детоксу;kakie-produkty-sposobstvuyut-detoksu;;;;;;;;;;
00ADED47-A1E9-4CCA-276F-7DC3B01EB4EE;Диета для похудения на 10 кг;dieta-dlya-pohudeniya-na-10-kg;;;;;;;;;;
C905FA01-3113-3CBB-DB03-108CC771DAEF;Как сохранить качество жизни после 50 лет? Оптимальные рецепты питания;kak-sohranit-kachestvo-zhizni-posle-50-let-optimalnye-recepty-pitaniya;;;;;;;;;;
62B41730-81CE-FA7D-27F0-8C09E61A9018;Фруктово-овощная диета;fruktovo-ovoschnaya-dieta;;;;;;;;;;
64A4A5D7-0F53-3DD4-C272-CFBBD061251A;Чем опасны монодиеты;chem-opasny-monodiety;;;;;;;;;;
B43DE271-ADD2-CFD3-A17D-748E8459613A;Здоровое питание: как диета помогает для чистки кожи;zdorovoe-pitanie-kak-dieta-pomogaet-dlya-chistki-kozhi;;;;;;;;;;
16F1291B-3D8E-0131-1E9B-289B75EAEE52;В чем польза ягод асаи и помогают ли они похудеть;v-chem-polza-yagod-asai-i-pomogayut-li-oni-pohudet;;;;;;;;;;
07143196-C0D2-A5A2-7B75-9E09678E8172;Как похудеть на шоколаде;kak-pohudet-na-shokolade;;;;;;;;;;
C28C06B6-6E67-9FF0-8C2E-F3ED7AD4DC03;Как похудеть с помощью яблочной диеты на 7 дней;kak-pohudet-s-pomoschyu-yablochnoy-diety-na-7-dney-;;;;;;;;;;
BD475B30-B84F-1F83-E298-77D5E01CD71A;"Ах, лето&hellip; Быстро на диету!";ah-leto-bystro-na-dietu;;;;;;;;;;
908AFADD-D4DB-2719-E92B-EF685F216F11;Кому противопоказано худеть;komu-protivopokazano-hudet;;;;;;;;;;
EB2C9FBF-C45A-944A-EE03-DEEC6DD04D97;Семидневная диета: в чём её принцип и как её соблюдать;semidnevnaya-dieta-v-chem-ee-princip-i-kak-ee-soblyudat;;;;;;;;;;
DAF098C8-68C3-F3C0-B360-9E7BFE9659CD;Как применять БГБК-диету при обострении атопического дерматита у детей;kak-primenyat-bgbk-dietu-pri-obostrenii-atopicheskogo-dermatita-u-detey;;;;;;;;;;
6F1ED4E9-3613-8DF6-83E2-60FC380B612D;Как правильно провести разгрузочный день;kak-pravilno-i-gramotno-provesti-razgruzochnyy-den;;;;;;;;;;
0CDC5151-FB73-638F-D887-EB9E8AA8E140;Как правильно пить обыкновенную воду;kak-pravilno-pit-obyknovennuyu-vodu;;;;;;;;;;
23A90F9B-FDB3-926F-2215-0F24381ADD4D;Как похудеть на диете 90 дней;kak-pohudet-na-diete-90-dney;;;;;;;;;;
98AF62E3-593D-B951-4258-7A5BF3F6A5F1;Принципы сбалансированного питания;principy-sbalansirovannogo-pitaniya;;;;;;;;;;
554EBF5E-7C1C-58FC-4B52-ECA0F02DA585;Как соблюдать диету после пересадки почки;kak-soblyudat-dietu-posle-peresadki-pochki;;;;;;;;;;
BF77B320-C89B-BB1D-D326-57E66EEC6322;Как похудеть с винной диетой;kak-pohudet-s-vinnoy-dietoy;;;;;;;;;;
FBF8057C-0D98-570E-7457-1A5D0C2AF57C;Почему живот не худеет;pochemu-zhivot-ne-hudeet;;;;;;;;;;
516B8415-B292-B6C9-6E62-44ED71933BDE;Можно ли употреблять вареную кукурузу при похудении;mozhno-li-upotreblyat-varenuyu-kukuruzu-pri-pohudenii;;;;;;;;;;
D786604B-1645-31B8-AF77-DBADB79A7DD9;Какие продукты полезны при стрессе;kakie-produkty-polezny-pri-stresse;;;;;;;;;;
909FAA5B-5A51-B643-01FF-DC2B582ADE60;Как провести овощную диету;kak-provesti-ovoschnuyu-dietu;;;;;;;;;;
1AA2F013-D44D-C426-DE8B-6A79CEF9C7F8;Как похудеть на фруктовой диете от Джоан Лунден;kak-pohudet-na-fruktovoy-diete-ot-dzhoan-lunden;;;;;;;;;;
77A4608C-573E-7C63-BDB0-48335551A320;Как похудеть без срывов и строгих ограничений;kak-pohudet-bez-sryvov-i-strogih-ogranicheniy;;;;;;;;;;
F311467D-0B2C-494F-4B0D-8EE119E82E46;Нужно ли садиться на диету?;nuzhno-li-saditsya-na-dietu;;;;;;;;;;
AAF98784-343B-B5BE-1674-1B38840043F4;Как работает сырная диета?;kak-rabotaet-syrnaya-dieta;;;;;;;;;;
3B1C7DDE-BEBE-508E-49CD-1DEF2DCD1495;Как похудеть на быстрой диете на 10 кг за неделю в домашних условиях;kak-pohudet-na-bystroy-diete-na-10-kg-za-nedelyu-v-domashnih-usloviyah-;;;;;;;;;;
C353D1E0-C3B9-7E0C-4CCF-8301591FACE8;Как правильно набирать мышечную массу: особенности питания;kak-pravilno-nabirat-myshechnuyu-massu-osobennosti-pitaniya;;;;;;;;;;
25BCAF5F-013E-B466-B022-D0AA349A3BBC;Диета для быстрого похудения;dieta-dlya-bystrogo-pohudeniya;;;;;;;;;;
8E6FDC15-3E81-BDFF-06A8-A0D078C4ACE4;Как правильно употреблять клетчатку для похудения;kak-pravilno-upotreblyat-kletchatku-dlya-pohudeniya;;;;;;;;;;
5E8D9776-E7CC-0717-C9EC-02A37C967B5C;Почему не работают жесткие диеты;pochemu-ne-rabotayut-zhestkie-diety;;;;;;;;;;
70441A10-8B31-A486-8D23-EBDEB661EC2E;Диета на перловке: меню, особенности, эффективность;dieta-na-perlovke-menyu-osobennosti-effektivnost;;;;;;;;;;
A5117255-09C3-D1EE-141F-6D7256BF48EB;Как провести фруктовую диету;kak-provesti-fruktovuyu-dietu;;;;;;;;;;
8D1912F4-6CB9-4623-A0B8-AF5A5230F0DF;Как провести мясную диету;kak-provesti-myasnuyu-dietu;;;;;;;;;;
D1BF6B51-29B1-6395-A29E-ED94A2A4DAAC;Как убрать бока за короткий срок;kak-ubrat-boka-za-korotkiy-srok;7UDslnhpkSU;;;;;;;;;
2D4D2DFE-CEA6-1E4E-9179-4AE4897CF3FE;Как провести дынную диету для похудения: меню на день;kak-provesti-dynnuyu-dietu-dlya-pohudeniya-menyu-na-den;;;;;;;;;;
2A40D6C8-00F2-9F06-02A8-0FB81BEBAC49;Как похудеть с виноградной диетой;kak-pohudet-s-vinogradnoy-dietoy;;;;;;;;;;
840BA1CD-9A65-2166-007A-127BD1FDD24F;Как похудеть на винной диете за 5 дней;kak-pohudet-na-vinnoy-diete-za-5-dney;;;;;;;;;;
